constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5, 10], [9.0, 1.0, 300], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  3  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 3 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  6  7  8  9  
BanditTestBatch: numCases: 4
BanditTestBatch: maxim sum reward: 2149.0
BanditTestBatch: random reward: 1365.5
 Evals       Score          p01       p02       p03       case01    case02    case03    case04 
  6589       86.34     1.168459  0.766056  47.058950        90.70     97.05     75.49     82.11 
  6590       85.84     1.046078  0.679367  68.608600        89.36     96.40     75.49     82.11 
  6591       85.64     2.157306  0.758516  106.381288        67.29     93.20     99.98     82.10 
  6592       82.73     1.643106  0.789919  133.870601        80.85     92.47     75.51     82.11 
  6593       76.79     3.045215  0.846208  139.537897        57.45     92.11     75.51     82.10 
  6594       89.21     2.176760  0.847633  86.676618        79.01     95.75    100.00     82.09 
  6595       92.98     1.109937  0.907131  70.989534        94.17     95.82     99.99     81.95 
  6596       92.58     2.528792  0.982643  15.872408        90.72     97.49    100.00     82.09 
  6597       88.99     3.433114  0.952775  44.731924        78.06     95.82    100.00     82.08 
  6598       89.96     2.332564  0.903248  38.714334        80.95     96.84    100.00     82.07 
  6599       93.20     1.084131  0.865649  66.320015        94.53     96.18     99.98     82.10 
  6600       91.71     2.338862  0.927425  22.439502        87.53     97.20     99.98     82.12 
  6601       89.49     3.636138  0.981604  31.907266        79.75     96.11    100.00     82.09 
  6602       86.05     4.144968  0.952565  65.960792        67.59     94.51    100.00     82.10 
  6603       77.44     4.770431  0.964010  77.768890        58.52     93.64     75.51     82.11 
  6604       83.08     3.081494  0.928996  20.560158        78.05     96.69     75.49     82.08 
  6605       84.25     3.487299  0.899749  15.820984        59.15     95.89     99.99     81.97 
  6606       82.89     4.958895  0.922679  67.023273        56.34     93.13    100.00     82.10 
  6607       91.42     2.924783  0.978410  65.816427        87.75     95.82    100.00     82.10 
  6608       83.05     3.839744  0.995409  84.003282        80.31     94.51     75.51     81.89 
  6609       79.63     3.756430  0.926516  97.413729        66.98     93.93     75.51     82.10 
  6610       85.39     2.983466  0.980759  48.646350        87.69     96.25     75.50     82.10 
  6611       90.04     2.518616  0.931540  39.245014        81.50     96.76    100.00     81.88 
  6612       77.87     3.222893  0.867349  25.853494        57.89     96.04     75.49     82.07 
  6613       92.86     2.154594  0.984608  62.767002        92.74     96.62     99.99     82.09 
  6614       89.11     1.731103  0.999520  84.316681        94.15     95.75     75.51     91.02 
  6615       86.22     2.109140  0.936610  49.701495        90.41     96.91     75.50     82.08 
  6616       92.51     2.124761  0.960181  73.969452        91.60     96.40     99.99     82.07 
  6617       91.71     2.100447  0.911392  74.226450        88.51     96.25    100.00     82.07 
  6618       85.35     2.198174  0.909882  62.394375        87.47     96.33     75.51     82.09 
  6619       89.13     2.047152  0.882959  100.334555        81.80     92.62     99.99     82.10 
  6620       85.70     1.502527  0.832734  96.687681        89.67     95.53     75.51     82.09 
  6621       85.34     1.841237  0.922476  111.934070        91.46     92.33     75.50     82.07 
  6622       91.90     1.604704  0.934797  131.603180        93.49     92.04     99.98     82.09 
  6623       85.84     1.051487  0.883669  120.737988        94.24     91.53     75.51     82.10 
  6624       85.89     1.235684  0.923052  123.010731        94.29     91.67     75.51     82.10 
  6625       85.85     1.542988  0.947080  102.318147        93.85     91.96     75.51     82.09 
  6626       82.69     2.457807  0.906329  164.279581        80.32     92.98     75.49     81.96 
  6627       91.99     1.471061  0.946059  141.810770        93.99     91.89    100.00     82.09 
  6628       91.72     1.604551  0.919837  123.590779        92.69     92.11     99.98     82.10 
  6629       91.78     2.028311  0.969083  123.989891        92.62     92.40    100.00     82.09 
  6630       87.84     1.635076  0.988891  102.889642        94.19     91.96     75.51     89.69 
  6631       91.81     2.144555  0.981462  123.682559        92.68     92.47    100.00     82.10 
  6632       90.94     2.678146  0.970105  120.127099        88.68     92.98     99.99     82.10 
  6633       91.32     2.418533  0.966466  126.136685        90.43     92.76    100.00     82.10 
  6634       84.99     2.071709  0.930482  101.230833        89.79     92.55     75.51     82.10 
  6635       91.75     1.863646  0.953088  115.952896        92.65     92.25    100.00     82.10 
  6636       85.62     1.974709  0.957578  130.175531        92.47     92.40     75.50     82.11 
  6637       85.82     1.506633  0.936957  131.389673        93.76     91.96     75.49     82.08 
  6638       85.39     1.830481  0.936745  128.074290        91.83     92.25     75.50     81.96 
  6639       85.89     1.604173  0.959112  113.334408        93.91     92.04     75.51     82.11 
  6640       85.83     1.568214  0.941074  123.812601        93.68     92.04     75.50     82.09 
  6641       91.07     2.116467  0.931541  101.142317        89.67     92.55     99.98     82.09 
  6642       91.96     1.492892  0.933887  111.830876        93.75     91.96    100.00     82.11 
  6643       92.06     1.314336  0.929335  100.512290        94.40     91.75    100.00     82.09 
  6644       91.94     1.625298  0.947608  102.683124        93.66     92.04     99.98     82.10 
  6645       91.48     1.842715  0.924422  100.405892        91.50     92.33     99.98     82.10 
  6646       92.62     1.611941  0.914088  84.547947        92.56     95.82    100.00     82.09 
  6647       86.38     1.617997  0.910038  92.840963        92.46     95.45     75.51     82.09 
  6648       92.70     1.499774  0.898886  76.528278        92.64     96.11     99.98     82.08 
  6649       86.42     1.572961  0.894891  68.949081        91.77     96.47     75.49     81.96 
  6650       86.58     1.568574  0.910980  75.050906        92.63     96.11     75.51     82.08 
  6651       92.96     1.320279  0.905072  71.722269        93.79     95.96     99.99     82.10 
  6652       86.88     1.236539  0.917203  80.449111        94.36     95.53     75.51     82.10 
  6653       86.86     1.261700  0.904914  76.473736        93.95     95.89     75.51     82.07 
  6654       86.89     1.456696  0.915378  64.775366        93.57     96.40     75.51     82.09 
  6655       92.79     1.514685  0.905553  64.186417        92.70     96.40    100.00     82.07 
  6656       86.79     1.483115  0.916846  72.261991        93.52     96.04     75.51     82.10 
  6657       86.66     1.539233  0.905076  63.493093        92.62     96.40     75.51     82.10 
  6658       86.69     1.476513  0.904005  64.026431        92.79     96.40     75.51     82.07 
  6659       92.82     1.475382  0.905637  64.952607        92.82     96.40    100.00     82.07 
  6660       92.85     1.440491  0.903736  63.654926        92.91     96.40    100.00     82.09 
  6661       92.80     1.462174  0.904484  64.557417        92.84     96.40    100.00     81.94 
  6662       86.84     1.398077  0.903499  63.334695        93.56     96.33     75.50     81.96 
  6663       86.72     1.456470  0.906159  64.111788        92.90     96.40     75.50     82.08 
  6664       92.84     1.456985  0.905977  64.348024        92.89     96.40    100.00     82.08 
  6665       86.69     1.486239  0.904822  65.424197        92.77     96.40     75.49     82.09 
  6666       86.69     1.490693  0.905841  63.944761        92.78     96.40     75.51     82.08 
  6667       92.85     1.456985  0.905977  64.348024        92.89     96.40     99.99     82.11 
  6668       90.89     3.084696  0.988016  123.828578        88.35     93.13     99.99     82.10 
  6669       92.55     1.877714  0.927665  67.890164        91.47     96.62    100.00     82.10 
  6670       95.32     1.023080  0.969693  95.436918        93.98     94.95     99.98     92.36 
  6671       88.05     0.990097  0.930996  135.019929        94.26     91.45     75.50     90.98 
  6672       88.22     0.735340  0.939647  129.342211        93.70     91.16     75.50     92.52 
  6673       83.33     2.742407  0.930383  78.464171        80.12     95.60     75.51     82.09 
  6674       83.61     3.031013  0.951579  26.553326        80.06     96.76     75.50     82.10 
  6675       83.98     2.794825  0.952699  28.816669        81.38     96.91     75.51     82.11 
  6676       95.78     0.692257  0.945019  51.949066        94.51     96.25    100.00     92.36 
  6677       85.84     1.540154  0.942907  109.169411        93.78     91.96     75.50     82.10 
  6678       89.20     1.609320  0.991813  62.168135        94.09     96.40     75.51     90.81 
  6679       84.61     3.081009  0.986746  106.247179        87.72     93.13     75.51     82.10 
  6680       84.52     2.750739  0.961313  123.130381        87.46     93.13     75.51     81.97 
  6681       94.21     0.544232  0.918962  126.253074        93.46     91.02    100.00     92.38 
  6682       94.39     0.968566  0.938409  121.284203        94.10     91.38    100.00     92.06 
  6683       90.53     1.993170  0.880543  106.485368        87.40     92.62    100.00     82.09 
  6684       82.61     3.313587  0.972200  145.325825        80.35     92.62     75.50     81.97 
  6685       86.71     0.957280  0.861019  91.380385        94.19     95.02     75.51     82.11 
  6686       91.78     2.041993  0.975619  127.105241        92.75     92.40    100.00     81.97 
  6687       82.87     2.966801  0.956265  157.196788        80.75     93.13     75.51     82.08 
  6688       86.24     2.948765  0.898642  133.348180        70.31     92.69    100.00     81.96 
  6689       82.40     3.360777  0.833816  150.541641        56.34     91.31    100.00     81.97 
  6690       74.97     4.936427  0.900833  207.147755        56.34     86.07     75.51     81.97 
  6691       75.03     4.914997  0.898858  250.300874        56.34     86.15     75.51     82.11 
  6692       75.32     3.993851  0.836872  234.863294        56.34     87.38     75.49     82.08 
  6693       80.90     4.733304  0.826517  263.991582        56.34     85.35    100.00     81.90 
  6694       74.73     5.293126  0.892412  264.392891        56.34     85.13     75.49     81.96 
  6695       73.94     6.584436  0.873090  230.852221        56.34     81.85     75.49     82.07 
  6696       74.36     6.122580  0.901503  286.878799        56.34     83.45     75.51     82.12 
  6697       74.44     5.335791  0.833658  298.196164        56.34     83.96     75.51     81.96 
  6698       73.66     6.733431  0.838514  287.376655        56.34     80.69     75.51     82.10 
  6699       80.17     5.537701  0.776560  275.375868        56.34     82.22    100.00     82.12 
  6700       72.97     6.492883  0.715471  299.013512        56.34     77.93     75.51     82.11 
  6701       72.95     6.937740  0.753884  260.529852        56.34     77.85     75.51     82.10 
  6702       73.31     6.511390  0.765218  284.257861        56.34     79.31     75.51     82.09 
  6703       77.33     7.877118  0.683617  290.498293        56.34     71.02    100.00     81.97 
  6704       71.24     7.414774  0.602896  280.165094        56.34     71.02     75.50     82.11 
  6705       77.33     7.140403  0.681818  269.028042        56.34     71.02     99.99     81.96 
  6706       77.36     7.659328  0.741593  273.474816        56.34     71.02    100.00     82.10 
  6707       71.24     7.781450  0.700088  253.734236        56.34     71.02     75.51     82.09 
  6708       71.24     8.122961  0.731489  258.925005        56.34     71.02     75.51     82.09 
  6709       71.25     8.751812  0.674428  294.722500        56.34     71.02     75.51     82.12 
  6710       71.24     7.904403  0.644368  269.512690        56.34     71.02     75.51     82.07 
  6711       71.24     6.913520  0.687869  251.417597        56.34     71.02     75.50     82.12 
  6712       79.00     6.811402  0.732883  290.508534        56.34     77.56    100.00     82.09 
  6713       72.82     7.140893  0.754245  259.185766        56.34     77.35     75.51     82.08 
